136,154,5752,Merry Christmas Mr. Lawrence,"Drama,War",123,73.0,10795.0,Nagisa shima,"Merry Christmas, Baby!",,120.0,,1,"Rhonda Baraka,"
137,155,93,Toni Erdmann,"Comedy,Drama",162,83.0,3378.0,Maren Ade,Toni Erdmann,"Art House,International,Drama",162.0,,453,"Maren Ade,"
138,157,106,Manchester by the Sea,Drama,135,86.0,959.0,Kenneth Lonergan,Manchester by the Sea,Drama,135.0,94.0,11365,"Kenneth Lonergan,"
139,159,12530,Teen Titans,"Animation,Action,Adventure",30,77.0,17238.0,,Teen Mothers,Drama,91.0,,23,"Boaz Davidson,"
140,160,2973,Star Wars: Episode V - The Empire Strikes Back,"Action,Adventure,Fantasy",124,88.0,852462.0,Irvin Kershner,Star Wars: Episode V - The Empire Strikes Back,"Action,Adventure,Mystery,Science Fiction,Fantasy",124.0,82.0,1048481,"Irvin Kershner,"
141,161,33,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87.0,925517.0,George Lucas,Star Wars: Episode IV - A New Hope,"Action,Adventure,Mystery,Science Fiction,Fantasy",125.0,82.0,854008,"George Lucas,"
142,161,1059,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87.0,925517.0,George Lucas,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Science Fiction,Fantasy",140.0,62.0,33677262,"George Lucas,"
143,161,1061,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87.0,925517.0,George Lucas,Star Wars: Episode II - Attack of the Clones,"Cult Movies,Science Fiction,Fantasy",143.0,66.0,846735,"George Lucas,"
144,161,1364,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87.0,925517.0,George Lucas,Star Wars: Episode I - The Phantom Menace,"Cult Movies,Kids,Family,Science Fiction,Fantasy",131.0,66.0,1201329,"George Lucas,"
145,161,9254,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87.0,925517.0,George Lucas,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Science Fiction,Fantasy",140.0,62.0,33677262,"George Lucas,"
146,161,14958,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87.0,925517.0,George Lucas,Star Wars: Episode VIII,"Action,Adventure,Science Fiction,Fantasy",,,3455,"Rian Johnson,"
